Record_ID,Customer_ID,Activity_Month,Region,District,Area_Type,Gender,Age_Group,Customer_Segment,Customer_Tenure_Months,Device_Type,Network_Generation,Primary_Use_Case,Bundle_Tier,Bundle_Configuration,Bundle_Price_MWK,Purchase_Channel,Payment_Method,Promotion_Received,Purchase_Count,Included_Data_MB_Per_Purchase,Included_Voice_Min_Per_Purchase,Included_SMS_Per_Purchase,Total_Data_Allowance_MB,Data_Used_MB,Data_Utilisation_Pct,Total_Voice_Allowance_Min,Voice_Used_Min,Voice_Utilisation_Pct,Total_SMS_Allowance,SMS_Used,SMS_Utilisation_Pct,Total_Bundle_Spend_MWK,Avg_Download_Speed_Mbps,Network_Downtime_Hours,Dropped_Call_Count,Support_Contacts,Complaint_Category,Complaint_Resolved,Resolution_Time_Hours,Satisfaction_Score,NPS_Score,Repeat_Purchase_Within_30_Days,Churn_Risk,Customer_Status
REC-0169,TNM-C0049,2026-01-01,Northern,Mzuzu,Urban,Female,35–44,SME / Trader,83,Mid-range Smartphone,4G,Work / Business,Mxit 2000,Balanced,2000,TNM Smart App,Airtime Balance,No,4,1024,50,300,4096,2959,0.7224,200,116,0.58,1200,479,0.3992,8000,16.69,0.4,3,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0170,TNM-C0049,2026-02-01,Northern,Mzuzu,Urban,Female,35–44,SME / Trader,84,Mid-range Smartphone,4G,Work / Business,Mxit 10000,Balanced,10000,USSD *202#,Airtime Balance,No,1,8192,350,1000,8192,7194,0.8782,350,172,0.4914,1000,773,0.773,10000,14.55,3.5,2,0,None,Not Applicable,0.0,3,4,No,Medium,At Risk
REC-0171,TNM-C0049,2026-03-01,Northern,Mzuzu,Urban,Female,35–44,SME / Trader,85,Mid-range Smartphone,4G,Work / Business,Mxit 1000,Data Heavy,1000,TNM Smart App,Airtime Balance,Yes,3,405,12,65,1215,756,0.6222,36,35,0.9722,195,112,0.5744,3000,30.41,5.9,1,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0172,TNM-C0049,2026-04-01,Northern,Mzuzu,Urban,Female,35–44,SME / Trader,86,Mid-range Smartphone,4G,Work / Business,Mxit 2000,Balanced,2000,USSD *202#,Mpamba Wallet,No,3,1024,50,300,3072,1976,0.6432,150,135,0.9,900,702,0.78,6000,19.67,2.7,1,0,None,Not Applicable,0.0,5,7,Yes,Low,Active
REC-0173,TNM-C0049,2026-05-01,Northern,Mzuzu,Urban,Female,35–44,SME / Trader,87,Mid-range Smartphone,4G,Work / Business,Mxit 5000,Voice Heavy,5000,USSD *202#,Airtime Balance,No,3,1905,218,500,5715,4532,0.793,654,493,0.7538,1500,249,0.166,15000,8.05,5.4,3,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0174,TNM-C0049,2026-06-01,Northern,Mzuzu,Urban,Female,35–44,SME / Trader,88,Mid-range Smartphone,4G,Work / Business,Mxit 500,Voice Heavy,500,TNM Smart App,Airtime Balance,No,8,74,12,30,592,345,0.5828,96,64,0.6667,240,107,0.4458,4000,26.05,3.4,1,0,None,Not Applicable,0.0,3,4,No,Medium,At Risk
REC-0175,TNM-C0050,2026-02-01,Central,Dowa,Rural,Female,35–44,SME / Trader,48,Mid-range Smartphone,3G,Social Media,Mxit 1000,Social & Messaging,1000,TNM Smart App,Airtime Balance,Yes,5,276,12,175,1380,1030,0.7464,60,35,0.5833,875,340,0.3886,5000,4.9,8.8,6,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0176,TNM-C0050,2026-03-01,Central,Dowa,Rural,Female,35–44,SME / Trader,49,Mid-range Smartphone,3G,Social Media,Mxit 2000,Social & Messaging,2000,TNM Smart App,Mpamba Wallet,No,3,942,30,525,2826,2521,0.8921,90,42,0.4667,1575,658,0.4178,6000,5.67,15.1,3,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0177,TNM-C0050,2026-04-01,Central,Dowa,Rural,Female,35–44,SME / Trader,50,Mid-range Smartphone,3G,Social Media,Mxit 5000,Social & Messaging,5000,USSD *202#,Airtime Balance,No,2,2826,90,875,5652,3605,0.6378,180,14,0.0778,1750,735,0.42,10000,3.35,12.6,3,1,Bundle Activation,Yes,2.1,3,7,Yes,Medium,Active
REC-0178,TNM-C0050,2026-05-01,Central,Dowa,Rural,Female,35–44,SME / Trader,51,Mid-range Smartphone,3G,Social Media,Mxit 1000,Social & Messaging,1000,USSD *202#,Mpamba Wallet,No,5,276,12,175,1380,1208,0.8754,60,26,0.4333,875,671,0.7669,5000,5.34,3.8,5,0,None,Not Applicable,0.0,3,3,Yes,Medium,Active
REC-0179,TNM-C0050,2026-06-01,Central,Dowa,Rural,Female,35–44,SME / Trader,52,Mid-range Smartphone,3G,Social Media,Mxit 1000,Balanced,1000,USSD *202#,Mpamba Wallet,No,4,300,20,100,1200,785,0.6542,80,35,0.4375,400,193,0.4825,4000,6.29,14.9,4,0,None,Not Applicable,0.0,3,5,No,High,Churned
REC-0180,TNM-C0051,2026-04-01,Central,Salima,Rural,Female,25–34,SME / Trader,55,Premium Smartphone,4G,Work / Business,Mxit 2000,Balanced,2000,TNM Smart App,Mpamba Wallet,No,3,1024,50,300,3072,2723,0.8864,150,135,0.9,900,593,0.6589,6000,19.83,3.0,1,0,None,Not Applicable,0.0,4,9,No,Low,At Risk
REC-0181,TNM-C0052,2026-01-01,Northern,Rumphi,Rural,Male,18–24,Student,36,Feature Phone,3G,Entertainment,Mxit 2000,Balanced,2000,USSD *202#,Airtime Balance,Yes,2,1024,50,300,2048,1683,0.8218,100,8,0.08,600,267,0.445,4000,2.65,5.1,1,1,None,Not Applicable,0.0,5,9,Yes,Low,Active
REC-0182,TNM-C0052,2026-02-01,Northern,Rumphi,Rural,Male,18–24,Student,37,Feature Phone,3G,Entertainment,Mxit 500,Voice Heavy,500,USSD *202#,Airtime Balance,No,3,74,12,30,222,174,0.7838,36,14,0.3889,90,38,0.4222,1500,4.28,4.2,5,0,None,Not Applicable,0.0,4,5,Yes,Low,Active
REC-0183,TNM-C0052,2026-03-01,Northern,Rumphi,Rural,Male,18–24,Student,38,Feature Phone,3G,Entertainment,Mxit 200,Data Heavy,200,USSD *202#,Mpamba Wallet,No,5,34,2,6,170,170,1.0,10,1,0.1,30,9,0.3,1000,6.72,9.3,5,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0184,TNM-C0052,2026-04-01,Northern,Rumphi,Rural,Male,18–24,Student,39,Feature Phone,3G,Entertainment,Mxit 200,Data Heavy,200,USSD *202#,Mpamba Wallet,No,4,34,2,6,136,95,0.6985,8,4,0.5,24,18,0.75,800,5.94,12.2,7,0,None,Not Applicable,0.0,3,3,Yes,Medium,Active
REC-0185,TNM-C0052,2026-05-01,Northern,Rumphi,Rural,Male,18–24,Student,40,Feature Phone,3G,Entertainment,Mxit 5000,Balanced,5000,USSD *202#,Airtime Balance,No,2,3072,150,500,6144,4084,0.6647,300,128,0.4267,1000,225,0.225,10000,2.49,9.8,5,0,None,Not Applicable,0.0,3,6,Yes,Low,Active
REC-0186,TNM-C0052,2026-06-01,Northern,Rumphi,Rural,Male,18–24,Student,41,Feature Phone,3G,Entertainment,Mxit 200,Data Heavy,200,USSD *202#,Airtime Balance,No,11,34,2,6,374,330,0.8824,22,7,0.3182,66,21,0.3182,2200,6.12,3.6,4,0,None,Not Applicable,0.0,4,10,Yes,Low,Active
REC-0187,TNM-C0053,2026-04-01,Central,Dedza,Rural,Male,25–34,Other,93,Entry Smartphone,4G,Social Media,Mxit 1000,Social & Messaging,1000,USSD *202#,Mpamba Wallet,No,5,276,12,175,1380,1218,0.8826,60,32,0.5333,875,441,0.504,5000,11.47,4.9,4,0,None,Not Applicable,0.0,3,3,Yes,Medium,Active
REC-0188,TNM-C0053,2026-05-01,Central,Dedza,Rural,Male,25–34,Other,94,Entry Smartphone,4G,Social Media,Mxit 2000,Data Heavy,2000,USSD *202#,Airtime Balance,Yes,4,1382,30,195,5528,4544,0.822,120,21,0.175,780,508,0.6513,8000,12.04,3.7,3,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0189,TNM-C0053,2026-06-01,Central,Dedza,Rural,Male,25–34,Other,95,Entry Smartphone,4G,Social Media,Mxit 1000,Voice Heavy,1000,USSD *202#,Mpamba Wallet,Yes,5,186,29,100,930,885,0.9516,145,41,0.2828,500,295,0.59,5000,15.14,5.2,2,1,Bundle Activation,Yes,20.8,3,7,Yes,Low,Active
REC-0190,TNM-C0054,2026-05-01,Central,Mchinji,Urban,Female,35–44,Salaried Employee,36,Mid-range Smartphone,3G,Family Communication,Mxit 1000,Voice Heavy,1000,USSD *202#,Airtime Balance,No,3,186,29,100,558,279,0.5,87,66,0.7586,300,299,0.9967,3000,6.8,9.1,2,0,None,Not Applicable,0.0,3,5,No,Low,At Risk
REC-0191,TNM-C0055,2026-03-01,Southern,Nsanje,Rural,Female,25–34,Student,31,Entry Smartphone,4G,Social Media,Mxit 2000,Balanced,2000,TNM Smart App,Airtime Balance,Yes,5,1024,50,300,5120,2670,0.5215,250,112,0.448,1500,514,0.3427,10000,12.48,0.9,1,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0192,TNM-C0055,2026-04-01,Southern,Nsanje,Rural,Female,25–34,Student,32,Entry Smartphone,4G,Social Media,Mxit 500,Data Heavy,500,TNM Smart App,Airtime Balance,Yes,6,162,5,20,972,535,0.5504,30,6,0.2,120,56,0.4667,3000,15.45,8.9,1,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0193,TNM-C0055,2026-05-01,Southern,Nsanje,Rural,Female,25–34,Student,33,Entry Smartphone,4G,Social Media,Mxit 500,Data Heavy,500,USSD *202#,Airtime Balance,No,6,162,5,20,972,554,0.57,30,17,0.5667,120,67,0.5583,3000,13.51,1.2,1,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0194,TNM-C0055,2026-06-01,Southern,Nsanje,Rural,Female,25–34,Student,34,Entry Smartphone,4G,Social Media,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,No,3,300,20,100,900,753,0.8367,60,20,0.3333,300,280,0.9333,3000,18.93,4.5,1,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0195,TNM-C0056,2026-01-01,Northern,Nkhata Bay,Rural,Female,55+,Other,30,Feature Phone,2G,Mobile Money,Mxit 200,Social & Messaging,200,USSD *202#,Airtime Balance,Yes,8,23,2,18,184,80,0.4348,16,9,0.5625,144,117,0.8125,1600,0.32,7.0,7,0,None,Not Applicable,0.0,2,4,No,High,Churned
REC-0196,TNM-C0057,2026-02-01,Central,Ntcheu,Urban,Male,25–34,Student,52,Entry Smartphone,3G,Social Media,Mxit 200,Social & Messaging,200,TNM Smart App,Mpamba Wallet,Yes,8,23,2,18,184,139,0.7554,16,8,0.5,144,91,0.6319,1600,8.98,4.4,5,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0197,TNM-C0057,2026-03-01,Central,Ntcheu,Urban,Male,25–34,Student,53,Entry Smartphone,3G,Social Media,Mxit 500,Data Heavy,500,TNM Smart App,Airtime Balance,Yes,9,162,5,20,1458,973,0.6674,45,12,0.2667,180,74,0.4111,4500,1.99,10.2,1,2,Slow Internet,Yes,25.3,3,5,Yes,Low,Active
REC-0198,TNM-C0057,2026-04-01,Central,Ntcheu,Urban,Male,25–34,Student,54,Entry Smartphone,3G,Social Media,Mxit 1000,Voice Heavy,1000,TNM Smart App,Mpamba Wallet,No,3,186,29,100,558,456,0.8172,87,50,0.5747,300,186,0.62,3000,2.54,9.5,2,0,None,Not Applicable,0.0,3,6,Yes,Low,Active
REC-0199,TNM-C0057,2026-05-01,Central,Ntcheu,Urban,Male,25–34,Student,55,Entry Smartphone,3G,Social Media,Mxit 500,Balanced,500,TNM Smart App,Mpamba Wallet,No,4,120,8,30,480,428,0.8917,32,15,0.4688,120,80,0.6667,2000,2.43,2.4,2,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0200,TNM-C0057,2026-06-01,Central,Ntcheu,Urban,Male,25–34,Student,56,Entry Smartphone,3G,Social Media,Mxit 500,Social & Messaging,500,USSD *202#,Airtime Balance,No,4,110,5,52,440,332,0.7545,20,5,0.25,208,101,0.4856,2000,7.25,10.9,5,1,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0201,TNM-C0058,2026-02-01,Central,Lilongwe,Urban,Male,25–34,Other,13,Mid-range Smartphone,4G,Entertainment,Mxit 500,Balanced,500,USSD *202#,Airtime Balance,No,6,120,8,30,720,565,0.7847,48,22,0.4583,180,84,0.4667,3000,10.46,0.8,1,0,None,Not Applicable,0.0,4,9,No,Low,At Risk
REC-0202,TNM-C0059,2026-03-01,Central,Mchinji,Rural,Male,35–44,Salaried Employee,46,Entry Smartphone,4G,Family Communication,Mxit 500,Voice Heavy,500,USSD *202#,Airtime Balance,No,3,74,12,30,222,108,0.4865,36,26,0.7222,90,37,0.4111,1500,13.85,0.5,3,0,None,Not Applicable,0.0,5,8,Yes,Low,Active
REC-0203,TNM-C0059,2026-04-01,Central,Mchinji,Rural,Male,35–44,Salaried Employee,47,Entry Smartphone,4G,Family Communication,Mxit 1000,Voice Heavy,1000,USSD *202#,Airtime Balance,No,3,186,29,100,558,355,0.6362,87,57,0.6552,300,171,0.57,3000,22.82,1.5,1,0,None,Not Applicable,0.0,5,9,Yes,Low,Active
REC-0204,TNM-C0059,2026-05-01,Central,Mchinji,Rural,Male,35–44,Salaried Employee,48,Entry Smartphone,4G,Family Communication,Mxit 1000,Voice Heavy,1000,USSD *202#,Airtime Balance,No,2,186,29,100,372,119,0.3199,58,58,1.0,200,98,0.49,2000,14.39,3.8,1,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0205,TNM-C0059,2026-06-01,Central,Mchinji,Rural,Male,35–44,Salaried Employee,49,Entry Smartphone,4G,Family Communication,Mxit 1000,Data Heavy,1000,USSD *202#,Mpamba Wallet,No,3,405,12,65,1215,882,0.7259,36,36,1.0,195,106,0.5436,3000,27.42,3.8,2,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0206,TNM-C0060,2026-01-01,Southern,Balaka,Rural,Female,18–24,Student,94,Mid-range Smartphone,4G,Social Media,Mxit 2000,Social & Messaging,2000,TNM Smart App,Mpamba Wallet,No,1,942,30,525,942,942,1.0,30,16,0.5333,525,340,0.6476,2000,13.94,3.8,3,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0207,TNM-C0060,2026-02-01,Southern,Balaka,Rural,Female,18–24,Student,95,Mid-range Smartphone,4G,Social Media,Mxit 2000,Social & Messaging,2000,USSD *202#,Airtime Balance,Yes,2,942,30,525,1884,1516,0.8047,60,34,0.5667,1050,1011,0.9629,4000,22.13,4.2,2,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0208,TNM-C0060,2026-03-01,Southern,Balaka,Rural,Female,18–24,Student,96,Mid-range Smartphone,4G,Social Media,Mxit 5000,Voice Heavy,5000,TNM Smart App,Airtime Balance,No,1,1905,218,500,1905,1220,0.6404,218,89,0.4083,500,431,0.862,5000,17.81,1.6,1,0,None,Not Applicable,0.0,4,5,Yes,Low,Active
REC-0209,TNM-C0060,2026-04-01,Southern,Balaka,Rural,Female,18–24,Student,97,Mid-range Smartphone,4G,Social Media,Mxit 1000,Social & Messaging,1000,USSD *202#,Airtime Balance,No,6,276,12,175,1656,1391,0.84,72,42,0.5833,1050,828,0.7886,6000,22.38,1.0,1,0,None,Not Applicable,0.0,5,10,No,Low,At Risk
REC-0210,TNM-C0061,2026-04-01,Central,Kasungu,Urban,Male,35–44,Salaried Employee,8,Mid-range Smartphone,4G,Mobile Money,Mxit 5000,Social & Messaging,5000,USSD *202#,Airtime Balance,No,3,2826,90,875,8478,3222,0.38,270,198,0.7333,2625,2159,0.8225,15000,13.1,0.4,1,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0211,TNM-C0061,2026-05-01,Central,Kasungu,Urban,Male,35–44,Salaried Employee,9,Mid-range Smartphone,4G,Mobile Money,Mxit 5000,Data Heavy,5000,TNM Smart App,Airtime Balance,Yes,2,4147,90,325,8294,3036,0.366,180,84,0.4667,650,513,0.7892,10000,12.64,3.7,1,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0212,TNM-C0061,2026-06-01,Central,Kasungu,Urban,Male,35–44,Salaried Employee,10,Mid-range Smartphone,4G,Mobile Money,Mxit 5000,Social & Messaging,5000,TNM Smart App,Airtime Balance,No,3,2826,90,875,8478,3220,0.3798,270,211,0.7815,2625,2302,0.877,15000,9.08,5.5,1,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0213,TNM-C0062,2026-03-01,Central,Lilongwe,Rural,Male,35–44,Informal Worker,89,Feature Phone,2G,Family Communication,Mxit 500,Voice Heavy,500,USSD *202#,Mpamba Wallet,Yes,10,74,12,30,740,440,0.5946,120,120,1.0,300,167,0.5567,5000,0.2,12.7,5,0,None,Not Applicable,0.0,3,6,Yes,Low,Active
REC-0214,TNM-C0062,2026-04-01,Central,Lilongwe,Rural,Male,35–44,Informal Worker,90,Feature Phone,2G,Family Communication,Mxit 1000,Voice Heavy,1000,USSD *202#,Airtime Balance,No,3,186,29,100,558,396,0.7097,87,75,0.8621,300,250,0.8333,3000,0.14,8.5,11,0,None,Not Applicable,0.0,2,4,Yes,High,At Risk
REC-0215,TNM-C0062,2026-05-01,Central,Lilongwe,Rural,Male,35–44,Informal Worker,91,Feature Phone,2G,Family Communication,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,No,2,405,12,65,810,510,0.6296,24,19,0.7917,130,90,0.6923,2000,0.12,8.4,11,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0216,TNM-C0062,2026-06-01,Central,Lilongwe,Rural,Male,35–44,Informal Worker,92,Feature Phone,2G,Family Communication,Mxit 1000,Voice Heavy,1000,USSD *202#,Airtime Balance,No,5,186,29,100,930,381,0.4097,145,123,0.8483,500,463,0.926,5000,0.33,26.9,13,0,None,Not Applicable,0.0,1,1,No,High,At Risk
REC-0217,TNM-C0063,2026-05-01,Northern,Karonga,Rural,Female,25–34,Other,82,Entry Smartphone,2G,Education,Mxit 200,Social & Messaging,200,USSD *202#,Airtime Balance,No,5,23,2,18,115,54,0.4696,10,2,0.2,90,33,0.3667,1000,0.08,19.0,7,0,None,Not Applicable,0.0,2,4,Yes,High,At Risk
REC-0218,TNM-C0063,2026-06-01,Northern,Karonga,Rural,Female,25–34,Other,83,Entry Smartphone,2G,Education,Mxit 500,Social & Messaging,500,USSD *202#,Airtime Balance,Yes,9,110,5,52,990,585,0.5909,45,8,0.1778,468,310,0.6624,4500,0.28,14.3,11,0,None,Not Applicable,0.0,3,6,No,High,Churned
REC-0219,TNM-C0064,2026-03-01,Southern,Zomba,Urban,Male,55+,SME / Trader,19,Mid-range Smartphone,4G,Mobile Money,Mxit 5000,Data Heavy,5000,USSD *202#,Airtime Balance,No,2,4147,90,325,8294,3541,0.4269,180,109,0.6056,650,650,1.0,10000,12.46,1.9,3,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0220,TNM-C0064,2026-04-01,Southern,Zomba,Urban,Male,55+,SME / Trader,20,Mid-range Smartphone,4G,Mobile Money,Mxit 1000,Voice Heavy,1000,TNM Smart App,Mpamba Wallet,No,5,186,29,100,930,315,0.3387,145,71,0.4897,500,330,0.66,5000,22.68,2.5,2,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0221,TNM-C0064,2026-05-01,Southern,Zomba,Urban,Male,55+,SME / Trader,21,Mid-range Smartphone,4G,Mobile Money,Mxit 5000,Balanced,5000,USSD *202#,Airtime Balance,No,3,3072,150,500,9216,4788,0.5195,450,158,0.3511,1500,1262,0.8413,15000,14.12,2.7,2,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0222,TNM-C0064,2026-06-01,Southern,Zomba,Urban,Male,55+,SME / Trader,22,Mid-range Smartphone,4G,Mobile Money,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,No,3,300,20,100,900,443,0.4922,60,19,0.3167,300,229,0.7633,3000,13.51,2.7,3,0,None,Not Applicable,0.0,4,4,No,Medium,At Risk
REC-0223,TNM-C0065,2026-01-01,Southern,Mangochi,Urban,Male,25–34,Student,49,Premium Smartphone,4G,Education,Mxit 500,Data Heavy,500,TNM Smart App,Mpamba Wallet,Yes,8,162,5,20,1296,800,0.6173,40,25,0.625,160,65,0.4062,4000,31.78,5.1,1,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0224,TNM-C0065,2026-02-01,Southern,Mangochi,Urban,Male,25–34,Student,50,Premium Smartphone,4G,Education,Mxit 5000,Data Heavy,5000,USSD *202#,Airtime Balance,No,3,4147,90,325,12441,11768,0.9459,270,75,0.2778,975,544,0.5579,15000,17.3,3.4,2,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0225,TNM-C0065,2026-03-01,Southern,Mangochi,Urban,Male,25–34,Student,51,Premium Smartphone,4G,Education,Mxit 10000,Data Heavy,10000,USSD *202#,Airtime Balance,No,1,11059,210,650,11059,11059,1.0,210,71,0.3381,650,325,0.5,10000,18.32,2.4,1,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0226,TNM-C0065,2026-04-01,Southern,Mangochi,Urban,Male,25–34,Student,52,Premium Smartphone,4G,Education,Mxit 5000,Data Heavy,5000,USSD *202#,Airtime Balance,Yes,2,4147,90,325,8294,5831,0.703,180,65,0.3611,650,349,0.5369,10000,8.35,5.8,2,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0227,TNM-C0065,2026-05-01,Southern,Mangochi,Urban,Male,25–34,Student,53,Premium Smartphone,4G,Education,Mxit 5000,Balanced,5000,USSD *202#,Airtime Balance,No,3,3072,150,500,9216,7429,0.8061,450,257,0.5711,1500,878,0.5853,15000,21.29,4.3,2,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0228,TNM-C0065,2026-06-01,Southern,Mangochi,Urban,Male,25–34,Student,54,Premium Smartphone,4G,Education,Mxit 200,Data Heavy,200,TNM Smart App,Airtime Balance,No,11,34,2,6,374,253,0.6765,22,4,0.1818,66,35,0.5303,2200,19.86,4.7,2,0,None,Not Applicable,0.0,3,3,Yes,Medium,Active
REC-0229,TNM-C0066,2026-02-01,Central,Mchinji,Rural,Female,45–54,SME / Trader,2,Mid-range Smartphone,3G,Mobile Money,Mxit 5000,Balanced,5000,USSD *202#,Airtime Balance,No,2,3072,150,500,6144,3729,0.6069,300,174,0.58,1000,830,0.83,10000,4.81,5.1,6,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0230,TNM-C0066,2026-03-01,Central,Mchinji,Rural,Female,45–54,SME / Trader,3,Mid-range Smartphone,3G,Mobile Money,Mxit 1000,Voice Heavy,1000,USSD *202#,Airtime Balance,No,6,186,29,100,1116,304,0.2724,174,99,0.569,600,357,0.595,6000,5.05,9.6,7,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0231,TNM-C0066,2026-04-01,Central,Mchinji,Rural,Female,45–54,SME / Trader,4,Mid-range Smartphone,3G,Mobile Money,Mxit 1000,Voice Heavy,1000,TNM Smart App,Mpamba Wallet,Yes,4,186,29,100,744,157,0.211,116,73,0.6293,400,400,1.0,4000,3.34,8.3,2,1,App / USSD Failure,Yes,5.4,2,2,Yes,Medium,Active
REC-0232,TNM-C0066,2026-05-01,Central,Mchinji,Rural,Female,45–54,SME / Trader,5,Mid-range Smartphone,3G,Mobile Money,Mxit 2000,Voice Heavy,2000,USSD *202#,Airtime Balance,No,2,635,72,300,1270,269,0.2118,144,66,0.4583,600,347,0.5783,4000,5.75,11.5,7,2,Slow Internet,Yes,7.2,1,1,Yes,High,At Risk
REC-0233,TNM-C0066,2026-06-01,Central,Mchinji,Rural,Female,45–54,SME / Trader,6,Mid-range Smartphone,3G,Mobile Money,Mxit 1000,Balanced,1000,TNM Smart App,Airtime Balance,Yes,5,300,20,100,1500,890,0.5933,100,61,0.61,500,353,0.706,5000,7.49,2.5,1,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0234,TNM-C0067,2026-04-01,Central,Lilongwe,Urban,Female,45–54,Informal Worker,53,Mid-range Smartphone,4G,Family Communication,Mxit 1000,Voice Heavy,1000,TNM Smart App,Mpamba Wallet,No,4,186,29,100,744,415,0.5578,116,106,0.9138,400,274,0.685,4000,21.63,1.6,1,1,Bundle Activation,Yes,7.9,4,8,Yes,Low,Active
REC-0235,TNM-C0067,2026-05-01,Central,Lilongwe,Urban,Female,45–54,Informal Worker,54,Mid-range Smartphone,4G,Family Communication,Mxit 10000,Balanced,10000,USSD *202#,Airtime Balance,No,1,8192,350,1000,8192,3576,0.4365,350,246,0.7029,1000,945,0.945,10000,14.1,5.0,2,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0236,TNM-C0067,2026-06-01,Central,Lilongwe,Urban,Female,45–54,Informal Worker,55,Mid-range Smartphone,4G,Family Communication,Mxit 1000,Balanced,1000,TNM Smart App,Airtime Balance,No,6,300,20,100,1800,1103,0.6128,120,120,1.0,600,600,1.0,6000,19.86,4.6,2,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0237,TNM-C0068,2026-02-01,Southern,Machinga,Rural,Male,45–54,Farmer,48,Mid-range Smartphone,4G,Work / Business,Mxit 5000,Data Heavy,5000,USSD *202#,Airtime Balance,No,3,4147,90,325,12441,5310,0.4268,270,152,0.563,975,863,0.8851,15000,14.95,0.6,4,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0238,TNM-C0068,2026-03-01,Southern,Machinga,Rural,Male,45–54,Farmer,49,Mid-range Smartphone,4G,Work / Business,Mxit 2000,Balanced,2000,USSD *202#,Mpamba Wallet,No,4,1024,50,300,4096,4096,1.0,200,191,0.955,1200,405,0.3375,8000,16.38,1.3,1,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0239,TNM-C0068,2026-04-01,Southern,Machinga,Rural,Male,45–54,Farmer,50,Mid-range Smartphone,4G,Work / Business,Mxit 5000,Balanced,5000,USSD *202#,Mpamba Wallet,No,3,3072,150,500,9216,7137,0.7744,450,294,0.6533,1500,900,0.6,15000,10.12,5.0,2,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0240,TNM-C0068,2026-05-01,Southern,Machinga,Rural,Male,45–54,Farmer,51,Mid-range Smartphone,4G,Work / Business,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,Yes,5,300,20,100,1500,1225,0.8167,100,51,0.51,500,247,0.494,5000,9.67,3.6,3,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0241,TNM-C0068,2026-06-01,Southern,Machinga,Rural,Male,45–54,Farmer,52,Mid-range Smartphone,4G,Work / Business,Mxit 500,Balanced,500,USSD *202#,Mpamba Wallet,No,7,120,8,30,840,670,0.7976,56,45,0.8036,210,148,0.7048,3500,14.5,4.3,3,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0242,TNM-C0069,2026-02-01,Central,Mchinji,Rural,Male,25–34,Farmer,45,Mid-range Smartphone,4G,Family Communication,Mxit 2000,Social & Messaging,2000,USSD *202#,Airtime Balance,No,2,942,30,525,1884,1091,0.5791,60,40,0.6667,1050,783,0.7457,4000,5.18,7.0,2,1,Voice Quality,No,17.1,2,3,No,High,At Risk
